Year,State,Kidney disease Deaths,Kidney disease Death rate,Alzheimers disease Deaths,Alzheimers disease Death rate,Stroke Deaths,Stroke Death rate,CLRD Deaths,CLRD Death rate,Diabetes Deaths,Diabetes Death rate,Heart disease Deaths,Heart disease Death rate,Influenze and Pneu Deaths,Influenze and Pneu Death rate,Suicide Deaths,Suicide Death rate,Cancer Deaths,Cancer Death rate,Unintentional Injury Deaths,Unintentional Injury Death rate
2014,Massachusetts,1228,14.5,1688,19,2460,28.7,2592,31.4,1202,14.5,11817,137.1,1370,15.8,596,8.2,12787,155.5,2668,36.6
2014,Michigan,1853,15.2,3349,27,4596,37.9,5345,44.2,2844,23.7,24692,200.9,1875,15.5,1354,13.3,21169,174.1,4422,41.7
2014,Minnesota,676,10.4,1628,24.2,2202,34,2277,36,1193,18.7,7659,116.5,638,9.8,686,12.2,9649,152.6,2385,39.4
2014,Mississippi,701,21.3,1098,35.2,1584,48.8,1738,52.2,1015,30.4,7538,229.9,763,23.5,380,12.5,6534,193.1,1712,56.2
2014,Missouri,1452,19.6,2053,27.4,3030,41,3762,51.4,1423,19.4,14338,194.7,1321,18.1,1017,16.3,13067,177.7,3110,48.7
2014,Montana,125,9.7,253,19.2,480,36.4,668,50.3,250,19.2,1957,147.8,179,13.7,251,23.9,2066,156.3,581,52.6
2014,Nebraska,265,11.5,515,21.9,798,34.7,1123,50.6,473,21.5,3296,143,351,15.1,251,13.4,3459,159.6,781,38.6
2014,Nevada,365,12.8,606,23.8,948,33.8,1522,52.9,350,11.4,5761,197.2,687,23.8,573,19.6,5015,164.5,1166,40.2
2014,New Hampshire,167,10.2,396,24,474,28.9,680,41.3,300,18,2464,147.9,194,11.5,247,17.8,2698,160.4,716,50.5
2014,New Jersey,1502,13.8,1962,17.4,3419,31.4,3046,28.5,2062,19.3,18319,166.3,1234,11.3,786,8.3,16591,156.1,2970,30.9
2014,New Mexico,267,11.3,442,18.9,822,34.7,1127,46.4,671,27.5,3424,143.3,376,16.1,449,21,3478,142.4,1534,72.1
2014,New York,2207,9.3,2639,10.7,6212,26.1,6806,29.1,4064,17.4,43116,178.3,4702,19.5,1700,8.1,35392,151.8,5945,27.6
2014,North Carolina,1791,16.3,3246,30.5,4702,43,5023,45.1,2687,23.7,17592,158.7,1874,17.2,1352,13.1,19342,169.3,4557,44.4
2014,North Dakota,104,11,364,36.2,325,35.5,317,36.1,176,19.9,1381,149.2,174,18.5,137,17.8,1304,152.3,349,43.3
2014,Ohio,2002,14.1,4083,27.7,5791,40,6765,47.2,3641,25.7,27000,186.4,2443,16.9,1491,12.6,25433,177.8,6178,50.8
2014,Oklahoma,604,14.2,1227,28.9,1847,43,2772,63.3,1261,29.1,9868,228.1,723,16.8,736,19.1,7934,179.9,2421,60.4
2014,Oregon,378,7.7,1411,28.5,1821,37.4,1955,40.1,1083,22.4,6524,132.1,450,9.1,782,18.6,7863,160.2,1803,41
2014,Pennsylvania,2798,15.7,3486,18.3,6576,36.7,6422,37,3765,22,31353,175.8,2541,14.2,1817,13.3,28692,169.6,6640,46.8
2014,Rhode Island,135,9.4,403,25.9,373,25.6,505,36,252,18.3,2341,160.8,176,11.7,113,10.1,2242,167,592,49.2
2014,South Carolina,837,15.1,1938,37.4,2393,44.2,2715,48.2,1239,21.8,9964,181.1,751,13.9,753,15.2,9930,171.4,2436,48.2
2014,South Dakota,72,6.5,434,36.2,439,38.8,441,40.8,224,21.3,1704,154.6,181,16.2,141,17.1,1698,163.4,462,49.2
2014,Tennessee,1036,14.1,2672,38.1,3326,45.8,3969,52.5,1727,23.2,15223,205.6,1602,22.1,997,14.8,14173,184.2,3686,54.2
2014,Texas,4008,16.5,6772,30,9898,41.6,9668,40.5,5348,21.3,41479,169.9,3452,14.2,3254,12.2,38847,152.9,9723,37.3
2014,United States,48146,13.2,93541,25.4,133103,36.5,147101,40.5,76488,20.9,614348,167,55227,15.1,42826,13,591700,161.2,135928,40.5
2014,Utah,393,17.2,584,26.7,856,37.9,757,32.6,570,24.3,3431,151,366,16.2,559,20.5,3043,127.4,1167,45.5
2014,Vermont,37,4.5,266,31.9,266,31.7,333,41.2,154,18.7,1311,156.6,74,9.3,124,18.7,1379,167.9,322,44.4
2014,Virginia,1553,17.6,1775,20.8,3229,37,3108,35.3,1683,18.5,13874,156.1,1498,17.1,1123,12.9,14749,161.5,3146,36.8
2014,Washington,481,6.2,3344,43.6,2649,34.3,2916,37.9,1668,21.2,10710,137.2,729,9.4,1119,15.2,12205,155.5,2997,40.1
2014,West Virginia,479,19.6,620,25.5,1103,45.3,1578,63,818,33.3,4692,192.9,473,19.6,359,18.1,4880,195.1,1380,71
2014,Wisconsin,980,13.5,1876,25,2511,34.6,2759,39.3,1352,19.1,11229,155.1,1002,13.8,769,13.1,11393,161.8,3015,46.9
2014,Wyoming,78,12.2,162,26.6,189,30.2,343,55,110,17.6,1035,162.2,113,18.1,120,20.6,922,140.7,361,60.9
2013,Alabama,1057,19.3,1398,26.7,2604,48.1,3043,54.8,1349,24.3,12472,228.4,1035,19.2,721,14.4,10328,182.2,2329,47.2
2013,Alaska,49,10.1,72,18.9,189,40.7,197,37.9,112,20.1,706,135,66,14.1,171,23.2,1016,172,353,52.5
2013,Arizona,374,4.9,2383,31.7,2162,28.6,3345,43.5,1786,23.5,10755,141.1,776,10.4,1163,17.5,11347,147,3349,48.6
2013,Arkansas,762,22,918,27.2,1637,47.6,2090,60.1,835,24.2,7377,214.1,794,23.3,516,17.3,6688,190,1373,44.8
2013,California,2840,7.2,11891,30,13698,34.9,13598,35.3,8057,20.6,60299,151.8,6551,16.6,4025,10.2,57714,147,11538,29.2
2013,Colorado,450,9,1316,27.2,1588,32,2297,45.9,788,15,6456,125.7,606,12,1007,18.6,7357,139.2,2422,46.4
2013,Connecticut,565,11.9,824,16.2,1348,28.3,1348,29.7,664,14.8,7090,148.9,604,12.2,330,8.7,6619,148.4,1582,39.3
2013,Delaware,178,16,192,17.6,409,37,482,43.5,218,19.4,1861,168,150,13.6,122,12.5,1905,167.6,412,42.9
2013,District of Columbia,54,8.8,130,19.8,187,30.1,150,25,108,17.9,1340,213.5,83,13.2,38,5.7,1095,178.2,216,33.6
2013,Florida,3130,11.1,5093,16.9,8698,30.6,11379,39.9,5238,19.2,42656,149.8,2662,9.5,2928,13.8,42735,155.9,8736,39.1
2013,Georgia,1652,18.1,2048,25,3694,41.4,4172,45.4,2199,23,16550,178.7,1494,16.8,1212,12,16417,167.7,3727,38.3
2013,Hawaii,209,11.3,260,12.6,634,34.9,279,15.6,271,15.5,2521,139,457,24.1,171,11.8,2332,135.5,467,30.1
2013,Idaho,148,8.8,347,21,598,35.4,808,46.7,404,23.8,2495,145.4,259,15.1,308,19.2,2707,156.2,776,47.7
2013,Illinois,2444,17.1,2919,19.8,5294,36.7,5532,39.3,2798,19.7,24839,170.9,2441,16.8,1321,9.9,24491,171.9,4511,33.6
2013,Indiana,1352,18.4,2104,28.5,2996,40.7,4266,58.4,1943,26.3,13773,186.2,1132,15.3,944,14.3,13258,179.5,2898,43.1
2013,Iowa,369,8.8,1252,28.2,1409,33.9,1892,47.8,747,19,6995,168.9,761,17.8,447,14.4,6509,168.4,1422,40
2013,Kansas,594,17.4,742,20.8,1320,38.1,1673,50.3,654,19.8,5364,156.1,715,20.2,425,14.7,5379,163.1,1359,44.4
2013,Kentucky,991,20.5,1462,31.4,1990,41.7,3187,64.6,1187,24.1,9971,203.4,919,19.1,701,15.6,10085,199.3,2513,55.7
2013,Louisiana,1108,23.1,1505,32.9,2098,44,2274,47.3,1329,26.9,10346,214.1,892,18.6,583,12.4,9419,188.5,2333,50.5
2013,Maine,252,13.6,401,21.6,620,33.4,902,49.1,373,20.4,2807,152.3,258,14,245,17.4,3227,175.2,644,42.6
2013,Maryland,737,11.4,919,14.3,2315,36.1,2051,32.5,1249,19.1,11244,172.7,1103,17.2,569,9.2,10609,162.9,1732,27.9
2013,Massachusetts,1261,15.1,1699,19.4,2354,27.7,2572,31.7,1142,14.1,12023,141.5,1551,18,572,8.2,12858,159.6,2393,32.5
2013,Michigan,1660,13.9,3220,26.4,4373,36.3,5539,46.7,2825,23.8,24156,199.8,1896,15.8,1295,12.9,20367,170.5,4225,40.1
2013,Minnesota,653,10.2,1427,21.5,2073,32,2287,37.1,1163,18.8,7714,119.6,751,11.6,678,12.1,9601,155.4,2405,40.1
2013,Mississippi,731,22.8,925,30.1,1500,47.2,1755,54.3,1071,32.9,7715,240,769,24.3,388,13,6527,197,1692,55.6
2013,Missouri,1305,18,2026,27.5,2935,40.6,3798,52.9,1477,20.5,14095,194.7,1352,18.7,960,15.6,12955,179.4,2981,47
2013,Montana,130,10.3,267,20.7,480,37.6,647,50.7,250,19.7,2004,154.3,210,16.4,243,23.7,1997,154.1,623,57.7
2013,Nebraska,222,10,557,23.6,820,36.4,1032,47.7,471,21.7,3381,147.9,343,14.5,220,11.6,3459,161.3,703,34.9
2013,Nevada,370,13.3,448,18.4,905,33.3,1482,54.1,424,14.8,5434,195.1,513,18.6,541,18.6,4817,164.8,1184,41.9
2013,New Hampshire,175,11,351,21.5,441,27.6,668,42,310,18.7,2434,148.9,226,13.9,185,12.8,2584,158,619,42.5
2013,New Jersey,1400,13.2,1812,16.3,3456,32.4,3245,31.1,2043,19.4,18460,170.1,1356,12.6,757,8,16315,156.2,3028,31.8
2013,New Mexico,302,13.2,339,14.9,689,30,1052,44.7,646,27.6,3425,147.1,337,14.8,431,20.3,3482,145.4,1245,59
2013,New York,2285,9.7,2556,10.4,6176,26.3,7110,30.7,4094,17.8,44039,184.8,4892,20.5,1687,8.1,35738,155.9,5927,27.8
2013,North Carolina,1780,16.6,2872,27.7,4503,42.4,4987,46.3,2402,21.8,17830,165.3,1931,18.3,1284,12.6,18589,167.6,4324,42.7
2013,North Dakota,117,12.9,363,36.6,306,32.4,331,38.2,197,22.3,1382,150.7,134,14.6,128,17.3,1286,151.8,326,41.7
2013,Ohio,1985,14,3798,26,5690,39.9,7007,49.7,3563,25.4,26878,187.9,2374,16.6,1526,12.9,24986,177.6,5497,45
2013,Oklahoma,606,14.4,1145,27.6,1880,44.5,2680,62.4,1269,29.9,9721,228.5,759,18,665,17.2,8039,185.7,2474,62.7
2013,Oregon,327,6.9,1312,27.2,1775,37.3,2029,43,1109,23.4,6523,135.1,496,10.4,698,16.8,7799,163.4,1755,40.1
2013,Pennsylvania,2767,15.7,3271,17.4,6604,37.2,6716,39.3,3804,22.6,31629,179,2884,16.2,1788,13.4,28512,170.6,6359,44.9
2013,Rhode Island,149,10.4,346,22.3,397,27.7,476,34.7,258,18.9,2364,163.4,195,12.9,132,12.2,2326,174.6,537,45.3
2013,South Carolina,869,16,1623,32.4,2508,47.6,2756,50.8,1240,22.5,9648,180,747,14.2,696,14,9745,174,2287,46.6
2013,South Dakota,64,5.9,418,35,418,38,416,39.3,237,22.7,1630,150.1,184,16.2,147,18,1577,154.5,425,46.7
2013,Tennessee,1068,14.8,2536,36.9,3157,44.4,3904,53.2,1827,24.8,14803,204.1,1564,22.1,1030,15.4,13953,185.5,3540,52.7
2013,Texas,3722,15.9,5293,24.3,9283,40.2,9800,42.4,5273,21.6,40203,170.7,3339,14.4,3059,11.7,38412,156.9,9395,37
2013,United States,47112,13.2,84767,23.5,128978,36.2,149205,42.1,75578,21.2,611105,169.8,56979,15.9,41149,12.6,584881,163.2,130557,39.4
2013,Utah,312,14.1,412,19.4,836,38.2,718,32,578,25.3,3323,149,413,18.6,579,21.4,2971,127.6,1103,43.4
2013,Vermont,30,3.8,269,32.9,260,31.7,353,44.1,139,17.4,1220,149.6,77,9.3,112,16.8,1318,163.4,352,49.6
2013,Virginia,1547,18,1642,19.7,3287,38.6,3181,37.3,1626,18.4,13663,157.3,1442,17,1072,12.5,14414,162,2951,34.9
2013,Washington,461,6.1,3277,43.6,2652,35.5,2933,39.4,1616,21.3,10524,138.2,768,10.1,1027,14.1,11928,156.1,2826,38.7
2013,West Virginia,450,18.6,590,24.6,983,40.7,1590,64.6,841,34.1,4666,193.7,481,20.2,323,16.4,4718,190.8,1395,71.7
2013,Wisconsin,993,14,1671,22.7,2536,36,2789,40.3,1285,18.5,11362,159.3,1125,15.6,850,14.4,11425,165.2,2969,46.8
2013,Wyoming,56,9.4,126,21,213,35.1,387,63.1,89,14.2,939,152.4,112,18.4,129,21.5,946,148.2,325,55.2
2012,Alabama,1035,19.4,1390,27.2,2628,49.5,3015,55.2,1300,23.9,12036,225.1,942,17.9,724,14.7,10276,185.2,2283,46.6
2012,Alaska,44,9.5,102,27.2,188,42.5,189,40.9,107,18.8,708,136.5,52,10,168,23,925,166.5,368,54.1
2012,Arizona,414,5.7,2160,30,2164,29.9,3221,43.6,1736,23.4,10689,145.5,683,9.5,1156,17.3,11085,148.6,3029,45.1
2012,Arkansas,674,19.8,931,27.9,1664,49.1,1910,55.8,833,24.6,7407,218.6,734,21.9,485,16.3,6540,189.1,1521,50
2012,California,2728,7.2,11649,30,13542,35.4,12963,34.5,7895,20.7,59371,153.3,5849,15.2,3893,10,57676,150.9,10906,28
2012,Colorado,428,8.9,1322,28.4,1576,32.6,2239,46.7,797,15.9,6311,127.3,525,11,1052,19.7,7306,143.1,2403,47.1
2012,Connecticut,569,12.4,842,16.8,1273,27,1387,30.9,631,14.2,7282,155.3,558,11.8,368,9.9,6681,152,1392,34.7
2012,Delaware,139,12.7,213,20.2,404,38.2,420,39.1,241,22.3,1790,168.8,121,11.3,125,13.2,1935,177,374,38.8
2012,District of Columbia,44,7.2,129,20.5,207,33.8,139,23.5,145,24.1,1298,213,76,12.1,37,5.7,1081,178.8,194,31.3
2012,Florida,2912,10.6,4422,15.2,8456,30.7,10585,38.4,5092,19.2,42125,153,2338,8.5,3002,14.4,42188,158.8,8770,39.9
2012,Georgia,1612,18.4,2074,26.2,3636,41.8,3977,45,2088,22.6,15825,177.6,1390,16.4,1168,11.7,16021,169.1,3731,39
2012,Hawaii,199,11.2,249,12.4,634,35.2,312,17.7,277,16.2,2430,135.2,394,20.8,190,13.1,2284,134.5,458,30.1
2012,Idaho,148,8.8,354,21.9,610,37.2,754,46,371,22.9,2515,150.9,189,11.3,297,19,2572,152,699,43.7
2012,Illinois,2392,17,2865,19.8,5337,37.7,5313,38.6,2706,19.2,24667,172.7,2323,16.3,1292,9.8,24562,175.6,4488,33.6
2012,Indiana,1221,16.9,2038,28.1,3073,42.7,3962,55.5,1860,25.9,13675,188.4,973,13.5,940,14.3,13368,184.4,2776,41.4
2012,Iowa,322,7.9,1336,30.5,1422,34.1,1824,46.8,692,17.6,7005,170.4,664,15.6,383,12.7,6438,168.6,1369,39.7
2012,Kansas,600,17.7,789,22.5,1343,39.4,1687,51.8,639,19.6,5366,158.2,624,18,502,17.4,5429,168.2,1319,43.6
2012,Kentucky,933,19.6,1506,33,2073,44.3,3100,64.2,1256,25.9,10024,208.2,879,18.7,724,16.2,10012,201.5,2741,62
2012,Louisiana,1138,24.3,1399,31.6,2039,43.9,2074,44.5,1290,26.9,10074,213.1,808,17.5,567,12.4,9308,190.7,2362,51.1
2012,Maine,257,14.3,432,23.5,619,34.3,817,45.4,380,21.3,2623,145.9,205,11.6,209,14.5,3226,179.3,602,40.4
2012,Maryland,704,11.3,906,14.7,2280,36.5,1981,32.3,1218,19.2,11023,174.4,986,15.8,583,9.5,10525,165.6,1696,27.7
2012,Massachusetts,1271,15.5,1713,19.8,2371,28.3,2520,31.7,1099,13.6,11602,139.1,1356,16.1,604,8.7,12864,163.3,2195,29.8
2012,Michigan,1586,13.5,3064,25.6,4414,37.3,5251,45.2,2685,23,23520,197.9,1565,13.3,1261,12.5,20496,174.8,3805,36.6
2012,Minnesota,669,10.8,1445,22.2,2081,33,2124,35.3,1165,19.1,7496,119.2,674,10.6,656,12,9424,155.9,2301,39.1
2012,Mississippi,692,22.2,923,30.7,1502,48.3,1729,54.7,1050,32.6,7269,231.3,565,18.1,410,14,6499,200.4,1627,54.5
2012,Missouri,1259,17.8,1863,25.9,2989,42.2,3650,51.7,1377,19.6,13742,193.4,1213,17,914,14.9,12919,182.3,3002,47.8
2012,Montana,100,8,265,20.8,415,33.1,605,48.6,233,19.1,1903,151.1,155,12.2,233,22.6,1954,155.1,572,52.8
2012,Nebraska,217,9.8,570,24.4,776,34.8,1052,48.9,442,20.7,3307,146.9,291,12.7,232,12.5,3479,164.7,792,39.8
2012,Nevada,385,14.4,356,15.3,897,34.3,1370,52,438,15.9,5166,192.5,496,19,524,18.2,4610,163.6,1177,42.4
2012,New Hampshire,161,10.2,392,25.1,457,29.3,674,43.5,275,17.5,2324,146.1,204,12.8,202,14.1,2660,167.8,573,40.1
2012,New Jersey,1431,13.6,1881,17.1,3440,32.7,3271,31.7,1988,19.3,18340,171.5,1131,10.6,683,7.4,16485,160.3,2990,31.7
2012,New Mexico,285,12.6,373,17.1,677,30.3,965,42.5,652,28.3,3352,147.8,281,12.5,442,21.3,3462,148.1,1351,65
2012,New York,2240,9.8,2640,10.9,6139,26.6,7034,31.1,4010,17.7,43795,186.5,4404,18.8,1708,8.3,35882,159.4,5786,27.4
2012,North Carolina,1656,15.9,2850,28.4,4410,42.8,4844,46.4,2409,22.6,17348,166.1,1899,18.5,1286,12.7,18405,170.2,4281,43
2012,North Dakota,117,13.3,364,36.6,343,37.3,306,35.3,185,22,1368,151.6,133,14.3,105,15.2,1253,150.7,318,41.1
2012,Ohio,2056,14.8,3935,27.4,5788,41.2,7070,51.2,3618,26.1,26426,187.7,2195,15.5,1542,13,25261,182.7,5420,44.7
2012,Oklahoma,554,13.4,1069,26.3,1893,45.7,2585,61.4,1201,28.4,9198,220.4,573,13.8,670,17.6,8040,189.9,2388,61.6
2012,Oregon,320,6.9,1326,27.9,1763,37.5,1915,42.2,1126,24.3,6180,130.3,382,8.1,724,17.8,7832,168,1709,39.9
2012,Pennsylvania,2736,15.8,3505,18.9,6546,37.4,6550,38.8,3735,22.3,30952,177.7,2360,13.5,1647,12.4,28909,175.5,6334,45
2012,Rhode Island,135,9.7,299,19.8,433,30.6,504,36.9,198,14.7,2360,165.2,161,11.2,105,9.5,2148,163.5,525,44.1
2012,South Carolina,860,16.4,1634,33.6,2349,45.9,2467,46.9,1197,22.3,9364,180.2,726,14.4,673,13.7,9728,178.8,2336,48.3
2012,South Dakota,58,5.6,460,39.4,408,37.4,481,45.7,218,21.5,1668,155.4,185,16.6,141,16.8,1630,163,426,47.4
2012,Tennessee,933,13.4,2434,36.3,3120,44.9,3695,51.8,1852,25.8,14454,203.7,1435,20.6,978,14.6,13765,187.6,3513,53.1
2012,Texas,3525,15.6,5175,24.6,9305,41.8,9524,42.7,5136,21.9,39061,171.3,2974,13.4,3037,11.9,38142,160.3,9313,37.4
2012,United States,45622,13.1,83637,23.8,128546,36.9,143489,41.5,73932,21.2,599711,170.5,50636,14.5,40600,12.6,582623,166.5,127792,39.1
2012,Utah,270,12.4,411,19.9,809,37.8,663,30.6,541,24.6,3091,142.4,337,15.6,550,21,2876,128.2,1097,44.5
2012,Vermont,21,2.6,284,35.3,281,35.9,364,46.3,168,21.4,1206,150.6,81,9.9,87,13,1325,165,333,47.4
2012,Virginia,1523,18.3,1712,21.2,3394,40.7,3070,36.9,1603,18.6,13386,158.6,1307,15.8,1063,12.7,14294,165,2883,34.5
2012,Washington,482,6.6,3219,43.8,2513,34.3,2955,41,1650,22.4,10360,139.3,728,9.9,1038,14.5,11952,161.4,2760,38.3
2012,West Virginia,471,19.7,598,25.3,1140,47.9,1524,62.4,741,30.5,4942,208.1,425,18.1,326,17.1,4684,191.8,1371,70.8
2012,Wisconsin,1024,14.8,1646,22.6,2520,36,2524,37.1,1289,19,11282,160.7,996,14.1,723,12.4,11252,166.3,2825,44.7
2012,Wyoming,72,12.3,123,21.5,205,34.9,334,55.8,97,15.9,1005,167.2,91,15.7,171,29.6,955,154.2,308,52.9
2011,Alabama,1047,20,1486,29.7,2568,49.4,2912,55.2,1278,23.9,11942,228.7,951,18.6,654,13.2,10233,187.8,2662,54.4
2011,Alaska,53,12.5,72,20.5,168,39.4,194,41.8,107,20.6,739,149.6,58,12.6,143,20,935,175.5,385,57.3
2011,Arizona,395,5.6,2348,33.7,2148,30.6,3166,44.5,1740,24.3,10662,150.3,690,10,1160,17.8,10690,148.5,3096,46.8
2011,Arkansas,787,23.6,1002,30.4,1692,50.6,1985,58.9,908,27,7168,213.8,727,21.8,462,16,6497,191.1,1510,50.2
2011,California,2599,7,11555,30.7,13503,36.4,13357,36.7,7695,20.7,59772,159,6200,16.6,3996,10.4,56449,152,10824,28.3
2011,Colorado,450,9.5,1307,29,1606,34.6,2151,46.4,790,16.4,6177,129.8,618,13.1,913,17.5,7051,143.9,2330,46.5
2011,Connecticut,602,13.1,813,16.4,1315,28.3,1415,32.1,692,15.5,7206,155.2,696,14.6,370,9.8,6837,158.4,1339,33.3
2011,Delaware,149,14.2,203,20,418,40.5,460,44.8,224,21.5,1809,175.2,133,13,105,11,1906,179.8,338,36.4
2011,District of Columbia,60,10,120,19.6,209,34.2,151,25.4,152,26,1171,194.4,96,15.6,37,5.6,1070,180.7,185,29.4
2011,Florida,3012,11.4,4507,16,8411,31.5,10279,38.5,5093,19.7,40919,153.1,2453,9.3,2880,13.9,41681,161.2,8901,42
2011,Georgia,1571,18.4,2218,28.9,3564,42.7,3837,45.3,2121,23.6,15773,182.5,1457,17.5,1157,11.7,15602,170.3,3785,40.2
2011,Hawaii,201,11.5,197,10.4,621,35.6,318,18.9,264,15.6,2312,132.9,325,18,181,12.8,2278,138.1,517,34.4
2011,Idaho,154,9.7,409,25.7,623,38.8,824,51.5,393,24.2,2522,155.9,217,13.5,281,18.2,2573,157.4,710,44.7
2011,Illinois,2386,17.2,2910,20.4,5372,38.6,5390,39.9,2693,19.4,24987,178.1,2424,17.3,1226,9.3,24007,175,4166,31.6
2011,Indiana,1367,19.4,2058,28.9,3127,44.2,4064,57.9,1808,25.4,13372,187.2,1031,14.6,881,13.5,13180,185.4,2699,40.6
2011,Iowa,316,7.8,1406,32.4,1432,34.9,1833,47.6,770,19.9,6736,166,660,15.7,422,13.9,6481,173.1,1369,39.6
2011,Kansas,574,17.4,795,22.6,1338,39.7,1647,51.3,711,22.1,5327,158.3,647,18.8,394,13.8,5440,170.3,1333,43.8
2011,Kentucky,971,20.9,1459,32.5,2064,44.8,3020,64.1,1268,26.5,9905,210,961,20.8,675,15.2,9733,200.8,2608,59.5
2011,Louisiana,1169,25.5,1406,32.4,2071,45.7,1904,41.5,1265,27.1,9781,212.4,851,18.9,573,12.5,9233,193.7,2091,45.8
2011,Maine,257,14.8,481,26.8,630,35.8,842,48.4,353,20,2648,149.5,302,16.8,235,16.6,3201,182.2,574,38.3
2011,Maryland,713,11.9,922,15.1,2306,37.8,2050,34.3,1297,21.2,10557,171.2,1036,17.1,558,9.2,10249,166.1,1569,26.1
2011,Massachusetts,1234,15.2,1819,21.2,2466,30.2,2651,33.9,1140,14.6,11765,143.8,1418,16.9,585,8.4,12895,166.9,2224,30.7
2011,Michigan,1642,14.3,2876,24.6,4442,38.6,5192,45.5,2811,24.6,23358,200.1,1750,15.1,1221,12.2,20420,177.8,3951,38
2011,Minnesota,696,11.4,1451,22.8,2154,35,2170,37.1,1189,20.1,7240,117,680,10.7,683,12.5,9489,160.8,2319,39.9
2011,Mississippi,664,21.7,975,33.6,1526,50.6,1694,55.1,996,32,7335,240.1,603,20.2,389,13.1,6278,197.4,1724,57.9
2011,Missouri,1245,17.9,1927,27.4,3033,43.4,3492,50.5,1438,20.8,13810,197.4,1205,17.2,933,15.3,12473,179.4,3169,50.5
2011,Montana,104,8.8,258,20.7,460,37.9,637,52.9,252,20.9,1921,156.9,156,12.8,232,22.5,2022,164.8,609,56.8
2011,Nebraska,214,9.7,597,26,810,36.9,1068,50.5,460,21.7,3265,146.9,325,14.2,193,10.5,3410,164.1,678,33.6
2011,Nevada,412,16.6,349,15.8,889,36,1243,49.8,400,15.1,5043,196.3,499,19.7,516,18.4,4606,170.2,1155,42.8
2011,New Hampshire,172,11.3,395,25.7,490,32.3,650,43.1,280,18.3,2333,151,220,14.1,198,13.8,2740,177.5,553,38.4
2011,New Jersey,1490,14.5,1960,18.2,3418,32.9,3157,31.2,2222,22,18330,174.9,1257,12.1,689,7.5,16708,166,2685,28.6
2011,New Mexico,268,12,423,19.8,727,33.5,1024,46.2,612,27.3,3333,150.3,355,16.5,420,20.3,3328,146.9,1336,64.4
2011,New York,2197,9.7,2563,10.8,6254,27.6,6963,31.5,3988,18,44501,193.8,4915,21.4,1658,8.2,35469,160.6,5537,26.4
2011,North Carolina,1705,17,2828,29.3,4299,43.2,4708,46.7,2278,22.1,17003,167.9,1619,16.3,1213,12.3,18284,175,4297,43.8
2011,North Dakota,110,12,410,41.5,337,37.2,342,39.6,207,24.5,1290,144.6,120,13,106,14.9,1321,161,298,39.1
2011,Ohio,1943,14.2,4037,28.5,5691,41.3,6996,51.7,3668,26.8,26298,190,2291,16.6,1465,12.3,25140,184.9,5275,43.4
2011,Oklahoma,550,13.4,1130,28.2,1864,45.8,2637,63.8,1221,29.7,9399,228.8,863,21.1,693,18.5,7997,191.1,2261,58.8
2011,Oregon,316,6.8,1324,28.3,1913,41.6,2023,45.1,1113,24.6,6255,135.3,401,8.7,656,16.6,7802,172.6,1722,40.6
2011,Pennsylvania,2873,16.8,3496,19.1,6825,39.6,6627,39.7,3462,21.1,31934,185.9,2771,16,1747,13.2,28895,178,6216,44.4
2011,Rhode Island,174,12.4,320,21.1,404,29.4,526,39.5,180,13.4,2390,167.7,226,15.3,101,8.9,2170,167.6,541,44.6
2011,South Carolina,802,16.1,1560,33.1,2287,46.3,2402,47.6,1090,21,9295,184.5,768,15.7,658,13.6,9543,182,2285,48.2
2011,South Dakota,49,4.5,424,36.7,444,42.3,486,47.4,263,26.4,1625,154,178,16.3,128,15.7,1665,169.7,411,45
2011,Tennessee,810,11.8,2589,39.5,3218,47.5,3658,52.7,1748,25,14235,205.4,1480,21.9,955,14.4,13562,189,3485,53.3
2011,Texas,3397,15.4,5415,26.6,9065,41.9,9097,42.3,5091,22.4,38094,172.5,3055,14.2,2896,11.5,37351,162.3,9410,38.7
2011,United States,45591,13.4,84974,24.7,128932,37.9,142943,42.5,73831,21.7,596577,173.7,53826,15.7,39518,12.3,576691,169,126438,39.1
2011,Utah,228,11,402,20,782,37.8,647,30.2,561,26,3036,144.4,358,17.1,502,19.4,2746,125.7,1058,42.9
2011,Vermont,43,5.4,257,32.5,227,29.4,349,45.5,168,21.5,1187,151.7,68,8.4,120,17.8,1347,175.9,301,42.4
2011,Virginia,1419,17.5,1807,23.1,3347,41.7,3112,38.6,1643,19.5,13272,162.2,1421,17.6,1054,12.6,14376,170.8,2809,34.4
2011,Washington,492,6.8,3138,43.4,2557,35.8,3080,44,1633,22.6,10439,143.8,734,10.1,1021,14.3,12002,166.1,2709,38.1
2011,West Virginia,445,19.1,610,26.2,1049,44.8,1571,66.1,790,33.3,4914,210.1,455,19.8,306,15.9,4782,200.1,1432,74.8
2011,Wisconsin,979,14.3,1807,25.3,2554,37.2,2615,39.5,1197,17.9,11266,163.8,986,14.2,745,12.8,11608,175.5,2680,42.8
2011,Wyoming,85,14.9,153,27.7,214,37.2,327,57,108,18.4,926,158.9,116,20.4,132,23.2,936,156,317,56.2
2010,Alabama,1184,23.1,1523,31.2,2619,51.6,2866,55.4,1302,25,12083,236,942,18.7,679,14,10196,191.7,2394,49.6
2010,Alaska,56,13.5,85,25.9,167,40.9,176,41.5,86,19.6,707,151.5,64,15.8,164,22.8,884,176.9,366,58.7
