Year,State,Kidney disease Deaths,Kidney disease Death rate,Alzheimers disease Deaths,Alzheimers disease Death rate,Stroke Deaths,Stroke Death rate,CLRD Deaths,CLRD Death rate,Diabetes Deaths,Diabetes Death rate,Heart disease Deaths,Heart disease Death rate,Influenze and Pneu Deaths,Influenze and Pneu Death rate,Suicide Deaths,Suicide Death rate,Cancer Deaths,Cancer Death rate,Unintentional Injury Deaths,Unintentional Injury Death rate
2010,Arizona,537,7.9,2327,35.3,2138,31.9,2926,43.1,1389,20.3,9954,146.7,768,11.4,1093,17,10678,154.2,3018,46.7
2010,Arkansas,737,22.8,955,29.6,1741,53.8,1773,53.5,850,25.8,7274,222.5,647,19.9,447,15.5,6475,194.7,1461,49.4
2010,California,3112,8.7,10856,30.1,13662,38.1,12987,37,7061,19.7,58641,161.9,5882,16.4,3913,10.3,56453,156.9,10435,27.8
2010,Colorado,426,9.6,1334,31.1,1607,36.1,2199,49.7,721,15.2,6038,132.8,550,12.3,865,16.8,7035,149.5,2106,43.5
2010,Connecticut,599,13.4,820,17.1,1349,29.4,1289,29.4,662,15.4,7127,155.7,568,12.1,353,9.4,6954,163.4,1337,33.6
2010,Delaware,158,15.4,215,21.9,407,40.7,441,44,196,19.2,1776,175.7,138,13.8,106,11.3,1909,185.7,357,39.2
2010,District of Columbia,84,14.5,114,18.7,196,32.7,147,25.7,145,24.9,1306,222.4,80,13.5,41,6.9,1041,178.3,212,35.1
2010,Florida,3297,12.9,4831,18.1,8432,32.8,10337,40.1,5024,20.1,41737,162.3,2259,8.9,2789,13.7,41467,165.6,8875,43.1
2010,Georgia,1753,21.3,2080,28.3,3762,46.3,3816,46.7,1996,23.1,15987,192.6,1456,18.3,1133,11.7,15435,174.8,3745,40.7
2010,Hawaii,208,12.8,189,10.5,605,35.8,296,18,272,16.6,2239,134.7,289,17,207,15,2266,140.9,432,29.6
2010,Idaho,186,12.1,410,26.8,642,42,727,47,353,22.5,2495,159.3,208,13.5,290,18.8,2530,159.9,654,42.1
2010,Illinois,2612,19.3,2927,20.9,5349,39.3,5231,39.4,2507,18.5,24959,181.7,2212,16.1,1178,9,24070,178.6,3997,30.4
2010,Indiana,1516,22,1940,27.8,3082,44.5,3794,55.3,1587,22.7,13388,191.8,1175,16.9,864,13.1,13164,188.6,2534,38.5
2010,Iowa,323,8.1,1411,32.9,1537,38,1698,44.7,733,19.3,6880,173.3,560,13.7,372,12.1,6358,171.9,1273,37.2
2010,Kansas,577,17.7,825,24.2,1370,41.2,1580,50,655,20.6,5433,164.9,550,16.4,401,14,5377,171.3,1317,44
2010,Kentucky,1079,23.8,1464,33.5,1992,44.1,2779,60,1212,26,9662,210.1,943,21,631,14.2,9930,208.3,2632,60.5
2010,Louisiana,1218,27.3,1295,30.8,1977,44.9,1939,43.6,1205,26.4,10282,229.4,878,20.2,557,12.3,9203,197.6,1999,44.4
2010,Maine,272,15.8,502,28.6,602,34.5,809,47.4,376,21.8,2628,151.1,234,13.4,186,13.2,3248,187.9,540,36.6
2010,Maryland,803,13.6,986,16.8,2279,38.8,2039,35,1191,19.9,10915,182.2,925,15.7,502,8.3,10269,171.2,1446,24.7
2010,Massachusetts,1381,17.5,1773,21.2,2516,31.3,2383,31.1,1028,13.3,12043,150,1291,16,598,8.8,12993,171.3,2060,28.5
2010,Michigan,1720,15.3,2736,24,4474,39.5,5079,45.6,2697,24,23326,204.3,1529,13.6,1263,12.5,20620,182.9,3770,36.2
2010,Minnesota,897,15,1451,23.4,2167,36.1,2016,35.1,1037,17.7,7185,119.4,595,9.7,606,11.2,9612,167.2,2103,36.7
2010,Mississippi,738,24.7,927,32.6,1520,51.2,1661,55.2,926,30.3,7542,251.1,567,19.2,388,13,6271,201.4,1685,56.8
2010,Missouri,1305,19.2,1986,28.8,3001,44,3557,52.6,1425,21.2,13840,201.8,1188,17.4,856,14,12626,185.6,2975,47.9
2010,Montana,133,11.3,302,25.2,494,41.8,602,51.3,227,19.1,1849,154.2,168,13.6,227,21.8,1923,161,548,53.2
2010,Nebraska,290,13.4,565,24.9,876,40.5,1008,48.8,452,21.7,3355,154.2,266,11.9,193,10.4,3438,167.4,700,35.8
2010,Nevada,471,19.5,296,14.2,796,33.3,1186,49.5,350,13.8,4811,197.3,471,19.8,547,19.8,4529,174.2,1088,41.3
2010,New Hampshire,206,14.2,396,26.9,500,33.5,609,41.7,236,16.1,2290,152.7,191,12.6,196,14.1,2525,167.9,517,37.3
2010,New Jersey,1580,15.6,1878,17.7,3402,33.4,3106,31.4,2098,21,18730,182,1128,11,719,7.7,16815,169.5,2486,26.7
2010,New Mexico,276,13.1,343,16.8,806,38.4,1022,47.7,643,29.8,3224,151.2,294,14.2,413,20.1,3358,152.4,1233,60.7
2010,New York,2439,11,2616,11.3,6213,27.9,6847,31.4,3642,16.7,44981,200,4642,20.6,1547,7.7,35431,163.1,5004,24.2
2010,North Carolina,1892,19.5,2817,30.3,4298,44.7,4495,46.1,2042,20.5,17154,174.9,1700,17.7,1174,12,18061,179,4144,43.2
2010,North Dakota,104,11.5,361,37.2,382,42.9,356,43.1,192,22.2,1395,158,128,13.9,106,15.6,1269,157.1,285,38.8
2010,Ohio,2066,15.4,4109,29.7,5755,42.6,6717,50.5,3470,25.8,26164,192.4,1975,14.6,1439,12.2,25083,187.7,5124,42.4
2010,Oklahoma,595,15,1015,26.1,1980,50,2720,67.4,1089,26.9,9426,235.2,778,19.7,618,16.5,7831,191.3,2288,60.3
2010,Oregon,400,8.9,1300,28.5,1793,40.1,1971,45.3,1052,23.7,6198,137.9,417,9.2,685,17.1,7638,173.9,1566,37.8
2010,Pennsylvania,2982,17.8,3591,20,6701,39.3,6202,37.9,3242,20,31556,187,2324,13.6,1576,11.9,29055,181.6,5751,41.1
2010,Rhode Island,199,14.5,338,22.6,431,31.4,507,38.5,211,16,2322,167.1,197,13.8,129,12.3,2266,178.3,475,40.1
2010,South Carolina,963,19.9,1570,34.7,2293,47.9,2264,46.3,1128,22.6,9295,189.9,747,15.9,637,13.5,9356,183.6,2274,48.9
2010,South Dakota,74,7.3,398,35.9,416,39.9,451,46,240,24.5,1616,155.2,169,15.8,140,17.5,1655,171,393,44.5
2010,Tennessee,983,14.8,2440,38.5,3205,48.7,3551,52.7,1687,24.7,14582,217.4,1352,20.5,943,14.6,13593,195.7,3539,54.9
2010,Texas,3878,18.4,5209,26.8,9180,44.4,8921,43,4744,21.6,38253,181.1,3022,14.6,2891,11.8,36717,165.9,9212,39
2010,United States,50476,15.3,83494,25.1,129476,39.1,138080,42.2,69071,20.8,597689,179.1,50097,15.1,38364,12.1,574743,172.8,120859,38
2010,Utah,263,13.1,375,19.3,739,37.1,671,33.2,471,22.7,2889,143.2,348,17.1,473,18.3,2810,133.7,970,40.6
2010,Vermont,50,6.7,238,30.8,265,35.3,335,45.3,151,20.7,1172,153.6,60,8,106,15.7,1392,183.3,298,42.7
2010,Virginia,1595,20.2,1848,24.5,3293,42.1,2969,38.1,1530,18.8,13404,168.5,1195,15.5,963,11.7,14080,172.4,2527,31.6
2010,Washington,552,8,3025,43.6,2548,37,2737,40.4,1499,21.6,10602,151.5,578,8.3,957,13.9,11874,170.5,2609,37.6
2010,West Virginia,475,20.3,594,26,1104,47.8,1482,62.7,776,32.9,4897,211.2,436,19,279,14.1,4685,198,1234,63.7
2010,Wisconsin,1163,17.5,1762,25.3,2609,38.8,2474,38,1158,17.7,11115,165.1,904,13.3,793,13.4,11279,174.5,2525,40.8
2010,Wyoming,69,12.5,146,27.2,204,37.2,332,59.5,105,18.5,962,169.8,109,19.5,131,22.4,1016,172.6,346,59.8
2009,Alabama,1180,23.4,1521,31.6,2675,53.6,2770,54.2,1259,24.4,12021,238,952,19.2,673,13.7,10289,196.3,2351,49
2009,Alaska,47,12.7,67,21.5,162,41.8,196,49.7,84,18.1,714,158.9,51,12.5,143,20,895,183,340,53.3
2009,Arizona,546,8.3,2097,32.7,2072,31.7,2839,42.7,1083,16.2,10273,155.7,1058,16.2,1060,16.7,10271,152,2919,45.5
2009,Arkansas,680,21.1,885,27.8,1694,52.9,1831,56.2,890,27.4,7295,226.1,705,22.1,422,14.5,6513,198.3,1473,50.2
2009,California,3033,8.6,9905,28.1,13506,38.5,12936,37.5,6979,19.8,59206,166.9,6394,18.1,3823,10.2,55991,158.8,10860,29.4
2009,Colorado,447,10.3,1319,31.4,1532,35.2,2073,47.8,779,17.2,6093,136.5,658,14.8,941,18.7,6950,151.4,2144,44.5
2009,Connecticut,585,13.3,778,16.3,1460,32.4,1448,33.5,624,14.5,7105,157.7,696,15.4,316,8.5,6819,162.8,1293,33
2009,Delaware,176,17.7,163,16.9,415,42.5,428,43.4,206,20.8,1796,182.3,132,13.5,107,11.7,1813,178.7,333,36.8
2009,District of Columbia,57,10.4,94,15.7,199,34.6,136,24.5,129,22.5,1288,224.1,73,12.4,29,4.4,1131,197.4,145,24.6
2009,Florida,3050,12.2,4617,17.6,8395,33.2,10182,40.3,4901,20,41274,163.8,2410,9.9,2858,14.4,40932,166.6,8746,43.4
2009,Georgia,1866,23.2,1865,25.9,3732,46.9,3736,46.7,1582,18.7,16165,198.5,1500,19.2,1134,11.9,15143,175.6,3812,42.1
2009,Hawaii,225,14.2,253,14.8,671,41,303,19.1,308,19.5,2363,146.6,291,17.8,175,12.5,2244,141.3,436,30.2
2009,Idaho,186,12.4,369,24.7,627,41.6,725,48.2,372,24.3,2398,155.7,207,13.6,304,20.3,2458,158.9,670,44
2009,Illinois,2695,20.2,2891,21,5258,39,5299,40.3,2741,20.6,24931,184,2416,17.8,1177,9.1,24185,181.8,3961,30.4
2009,Indiana,1442,21.2,1884,27.4,3004,44,3745,55.5,1646,24.1,13509,196.7,1191,17.4,828,12.8,13093,190.4,2577,39.3
2009,Iowa,302,7.6,1265,29.9,1635,41.2,1832,48.7,702,18.7,6938,176.1,661,16.6,361,11.9,6249,170.4,1255,37
2009,Kansas,556,17.3,802,23.9,1416,43.2,1580,50.6,635,20.3,5294,163,594,18,382,13.6,5319,171.9,1273,42.9
2009,Kentucky,945,21.1,1345,31.3,2064,46.4,2854,62.2,1348,29.3,9728,214.3,1018,22.9,592,13.5,9634,204.9,2394,55.1
2009,Louisiana,1160,26.6,1336,32.3,2061,47.4,1878,42.7,1249,27.8,10169,229.9,891,20.7,490,10.9,9098,198.6,2142,48
2009,Maine,272,16.3,466,26.9,647,38,821,48.6,350,20.7,2674,156.4,251,14.6,197,14,3133,185.2,602,40.9
2009,Maryland,803,13.9,937,16.3,2288,39.4,2064,36.3,1207,20.6,11210,190.8,976,16.9,551,9.3,10412,176.7,1415,24.3
2009,Massachusetts,1269,16.1,1700,20.6,2579,32.5,2559,33.8,1007,13.3,12322,156.1,1348,17,530,7.8,13112,175.5,2076,29.3
2009,Michigan,1650,14.9,2578,22.9,4435,39.8,4961,45,2705,24.4,23099,205.5,1613,14.5,1169,11.5,20257,182.2,3682,35.8
2009,Minnesota,807,13.7,1358,22.2,2033,34.4,1961,34.8,1021,17.7,7238,122.1,618,10.3,584,10.8,9580,168.7,2037,36.2
2009,Mississippi,700,23.7,900,32.1,1436,48.8,1556,52.7,900,29.7,7530,253.8,578,19.9,381,13.1,6131,199.8,1658,56.4
2009,Missouri,1223,18.3,1728,25.5,3017,44.9,3456,51.9,1335,19.8,13916,206.1,1330,19.7,860,14.3,12472,185.7,2939,47.5
2009,Montana,129,11.3,256,21.6,462,39.5,598,51.6,228,19.4,1832,154.3,176,14.8,219,21.2,1914,163,619,60.3
2009,Nebraska,258,12.1,573,25.6,857,40.1,987,48.3,445,21.8,3277,153.2,266,12.3,170,9.3,3336,165.1,683,35.6
2009,Nevada,446,19,312,15.5,859,36.9,1244,53.3,377,15.5,4687,194.7,542,23.3,505,18.7,4461,175.3,1025,39
2009,New Hampshire,165,11.4,367,25,499,34.1,652,45.6,276,18.7,2268,153.4,194,13.1,166,11.9,2562,173.3,482,34.8
2009,New Jersey,1709,17.2,1872,17.9,3265,32.6,3125,31.8,1959,19.9,18086,178.6,1309,13,557,6.2,16541,169,1875,20.1
2009,New Mexico,274,13.2,373,18.6,726,35.2,984,47.1,597,28.3,3214,153.6,344,16.7,376,18.2,3202,149,1281,63.8
2009,New York,2426,11.1,2396,10.5,5950,27,6740,31.4,3723,17.3,47283,213.2,4527,20.5,1417,7,35216,164.2,4891,23.9
2009,North Carolina,1828,19.2,2646,29.2,4442,47.2,4329,45.4,2114,21.5,17203,179.7,1752,18.7,1174,12.2,17513,176.9,4136,43.6
2009,North Dakota,118,13.3,366,39,337,38.2,341,41.6,214,25.4,1431,165.8,138,15.7,90,13.9,1243,156.3,324,44.1
2009,Ohio,1909,14.4,3879,28.5,5576,41.8,6642,50.4,3401,25.7,25453,190,2040,15.4,1176,10,25149,190.5,4012,33.1
2009,Oklahoma,637,16.2,993,25.8,1961,50.1,2595,65.1,1146,28.7,9202,232.6,879,22.6,567,15.3,7639,189.2,2284,61.2
2009,Oregon,387,8.9,1212,27.3,1912,43.5,1943,45.3,1073,24.8,6262,141.2,507,11.7,644,16.2,7487,172.7,1598,39.3
2009,Pennsylvania,3054,18.4,3547,20,6842,40.7,6432,39.6,3254,20.3,32297,193.8,2601,15.6,1631,12.2,28881,182.5,5477,39.4
2009,Rhode Island,190,13.7,321,21.7,429,31.4,511,39.8,213,16.6,2411,173.8,222,16.1,118,10.8,2220,174.9,428,36.1
2009,South Carolina,893,18.8,1478,33.4,2400,51.3,2317,48.2,1128,23.1,9068,189.5,759,16.4,619,13,9123,182.8,2229,48
2009,South Dakota,102,10.1,403,36.8,418,40.2,440,44.9,202,21.1,1778,173.3,134,12.9,129,16.3,1503,158.7,349,40.7
2009,Tennessee,949,14.5,2203,35.4,3156,48.7,3503,52.9,1759,26.2,14257,216.5,1390,21.6,947,14.6,13482,197.5,3231,50.6
2009,Texas,3694,17.9,5064,26.6,9137,45.2,8649,42.6,4873,22.8,38077,184.1,3387,16.5,2809,11.6,35591,164.4,9349,40.2
2009,United States,48935,15.1,79003,24.2,128842,39.6,137353,42.7,68705,21.1,599413,182.8,53692,16.5,36909,11.8,567628,173.5,118021,37.5
2009,Utah,212,10.7,371,19.6,738,37.6,581,29.5,463,22.6,2813,142.2,332,16.3,449,17.9,2555,124.7,899,38.2
2009,Vermont,49,6.8,190,25.5,221,29.7,364,49.3,143,19.2,1171,156.1,52,7,87,13,1254,169.2,308,43.5
2009,Virginia,1521,19.7,1738,23.5,3244,42.5,3013,39.6,1560,19.5,13397,172,1237,16.3,963,11.7,14122,176.2,2622,33.3
2009,Washington,509,7.5,3010,44.6,2591,38.6,2933,44.3,1554,22.8,10561,153.9,728,10.6,921,13.3,11922,174.9,2696,39.4
2009,West Virginia,504,21.9,563,24.9,1073,46.7,1490,63.9,746,32,5038,219.6,443,19.7,253,13.1,4786,204.2,942,48.2
2009,Wisconsin,994,15.1,1611,23.3,2501,37.7,2461,38.5,1110,17.2,10834,163.1,979,14.6,724,12.5,10866,169.5,2449,40
2009,Wyoming,76,14,136,25.8,233,42.6,310,57.2,105,18.1,964,172.1,142,26.7,111,20.4,936,164.7,299,53.7
2008,Alabama,1107,22.3,1518,32.1,2863,58.2,2733,54.2,1386,27.2,12074,243.3,912,18.7,604,12.6,10182,197.5,2509,52.5
2008,Alaska,50,13.5,80,27,172,44.5,181,44.6,93,22.3,634,150.1,51,13.2,169,24.4,867,181.1,332,54.1
2008,Arizona,503,7.8,2099,34,2147,33.9,2939,45.5,1173,18,10385,162.3,1068,16.8,972,15.5,10081,153.2,2956,47.3
2008,Arkansas,638,20.1,893,28.4,1722,54.4,1887,58.7,901,28.1,7516,236.1,846,26.8,447,15.5,6526,201.4,1477,50.6
2008,California,2854,8.3,10098,29.5,14048,41.2,13426,39.9,7375,21.5,60709,176.2,6560,19.2,3775,10.3,54686,158.8,10761,29.5
2008,Colorado,483,11.5,1353,33.4,1565,37.4,2188,52.5,767,17.6,6118,142.5,678,15.9,803,16.1,6719,150.9,2172,46.3
2008,Connecticut,589,13.5,839,17.8,1433,32,1505,35.3,624,14.7,7355,165.6,694,15.1,315,8.5,6830,164.8,1386,35.7
2008,Delaware,189,19.8,204,21.7,365,37.9,472,48.9,217,22.5,1777,184.3,135,14.4,109,11.9,1912,193.3,352,39.6
2008,District of Columbia,78,13.9,132,22.5,222,38.5,139,25.2,156,27.5,1389,244.3,78,13.9,43,7.3,1143,201.6,160,27.2
2008,Florida,2946,12.1,4743,18.6,8589,34.8,10198,41.1,5161,21.4,42067,170.8,2300,9.4,2740,13.9,40814,169.5,8939,45.3
2008,Georgia,1668,21.3,1929,27.5,3805,49.5,3546,45.5,1496,18,15721,199.1,1498,19.8,981,10.4,14621,175.1,3774,42
2008,Hawaii,197,12.5,218,13.3,642,40.7,293,19.2,286,18.6,2313,147.7,270,17.1,133,9.7,2194,142.5,406,28.2
2008,Idaho,173,11.8,393,27.2,609,41.6,703,48.2,356,23.9,2330,157.1,206,14,252,16.7,2511,166.7,649,43.2
2008,Illinois,2576,19.6,3192,23.6,5788,43.4,5602,43.2,2846,21.6,26078,195.1,2672,19.9,1198,9.3,24300,185,4218,32.6
2008,Indiana,1363,20.2,1971,29.3,3114,46.2,3878,58.1,1683,24.9,13663,201.6,1318,19.5,809,12.6,13137,194.3,2558,39.5
2008,Iowa,304,7.8,1332,31.5,1732,43.6,1848,49.4,764,20.3,7284,185.5,829,20.3,380,12.6,6424,177.1,1266,37.8
2008,Kansas,620,19.6,961,28.8,1574,48.6,1626,52.8,706,22.7,5643,175.4,743,22.5,337,12.1,5294,173.1,1174,40
2008,Kentucky,993,22.6,1370,32.3,2098,47.9,2926,65.2,1214,26.7,10061,225.5,943,21.6,612,14,9589,207.8,2379,55.2
2008,Louisiana,1195,27.7,1361,33.4,2084,48.6,1896,44,1332,30.3,10347,238.5,894,21,532,12,9197,205.7,2409,54.9
2008,Maine,263,15.6,450,26.3,671,40.4,794,47.8,344,20.8,2785,164.6,263,15.6,181,12.7,3093,185,628,43.4
2008,Maryland,775,13.7,1016,18.2,2330,41.4,1982,35.8,1239,21.6,11157,195.1,1008,17.9,507,8.7,10360,180.1,1465,25.6
2008,Massachusetts,1377,17.9,1832,22.5,2747,35.1,2587,34.5,1079,14.5,12776,164.1,1598,20.1,509,7.5,13031,177.2,2040,29
2008,Michigan,1663,15.2,2739,24.8,4769,43.4,5185,47.8,2752,25.2,24344,220.6,1853,16.9,1180,11.8,20211,184.4,3685,35.7
2008,Minnesota,813,14.1,1344,22.3,2199,37.7,2096,37.8,1087,19.1,7367,126.6,745,12.5,596,11.2,9446,170.2,2010,36.2
2008,Mississippi,723,24.6,916,32.9,1592,54.7,1520,51.6,758,25.3,7997,273.2,626,21.9,409,13.9,6166,202.9,1693,57.8
2008,Missouri,1274,19.1,2010,30,3261,49.2,3765,57.4,1348,20.4,14644,219.8,1414,21.3,779,13,12523,189.5,2997,48.9
2008,Montana,151,13.1,294,25.4,466,40.3,691,61,254,22.3,1975,170.6,168,14.6,203,20.6,1862,161.3,592,59.1
2008,Nebraska,270,12.8,610,27.3,863,41,1047,51.6,470,23.2,3459,163.2,366,17,191,10.6,3376,169.7,714,37.1
2008,Nevada,456,20,279,14.5,906,40.8,1257,56.4,373,15.6,4646,202,496,22,528,19.7,4404,179.4,1134,44
2008,New Hampshire,174,12.4,393,27.4,484,33.9,688,48.8,297,20.6,2409,166,211,14.6,179,13.1,2576,177.3,488,35.4
2008,New Jersey,1715,17.5,1857,18.2,3264,33.1,3280,33.9,2242,23.1,19056,191.6,1413,14.2,615,6.8,16876,175,2436,26.7
2008,New Mexico,287,14.1,366,19,760,38.3,1001,49.7,582,28.3,3275,161.3,351,17.5,419,20.9,3355,160.3,1366,69.3
2008,New York,2394,11.1,2303,10.3,6123,28.2,6919,32.6,3605,16.9,49324,225.8,4609,21,1409,7.1,35351,166.9,5042,24.8
2008,North Carolina,1729,18.7,2624,29.8,4637,50.8,4572,49.3,2170,22.7,17335,186.4,1737,19.1,1162,12.3,17453,181.3,4313,46.4
2008,North Dakota,98,11.8,312,33.1,325,37.2,355,43.4,201,25,1391,160.8,148,17,86,13.1,1354,171.4,342,47.2
2008,Ohio,1865,14.3,4285,32,5951,45.2,6928,53.3,3565,27.2,27324,206.9,2085,15.8,1412,12.2,24998,191.9,5093,42.3
2008,Oklahoma,664,17.2,1061,28,2079,54,2694,68.9,1103,28.3,9767,252,938,24.3,575,15.7,7657,193.1,2119,57.2
2008,Oregon,397,9.4,1302,29.8,1899,44.1,1951,46.6,1025,24,6519,150.8,517,12,572,14.5,7479,177,1674,41.7
2008,Pennsylvania,3138,19.2,3863,22.1,6942,41.9,6767,42,3313,20.8,33308,201.8,2705,16.3,1539,11.8,28964,184.7,5787,42.1
2008,Rhode Island,163,12,359,24.4,462,34.1,478,37.3,195,15.1,2657,193.6,257,18.2,110,9.9,2227,178.1,480,40.6
2008,South Carolina,945,20.3,1492,34.7,2394,52.6,2266,48.5,1133,23.9,8996,193.4,727,16.2,565,12,9199,190,2285,50.4
2008,South Dakota,89,9.1,402,37.4,396,39.1,491,50.7,216,22.3,1681,167.4,177,17,124,15.7,1570,168.4,381,43.4
2008,Tennessee,908,14.3,2423,39.9,3356,53.1,3545,54.7,1733,26.4,14661,228.1,1424,22.7,973,15.1,13162,197.2,3250,51.5
2008,Texas,3536,17.7,5280,28.6,9629,49.2,8874,45.1,5155,24.9,38384,191.7,3554,18.2,2552,10.8,35713,169.9,9189,40.4
2008,United States,48237,15.1,82435,25.8,134148,42.1,141090,44.7,70553,22,616828,192.1,56284,17.6,36035,11.6,565469,176.4,121902,39.3
2008,Utah,212,11,409,22.5,748,39.7,638,33.3,468,23.7,2844,148.7,343,18,390,15.9,2492,125.4,881,37.8
2008,Vermont,39,5.4,218,29.8,281,38.3,341,47.6,151,21.1,1216,166.2,74,10.2,94,14.1,1279,176.3,306,44.5
2008,Virginia,1537,20.5,1763,24.6,3301,44.5,3023,40.6,1534,19.8,13675,180.6,1324,17.9,948,11.8,13983,179.1,2820,36.2
2008,Washington,471,7.1,3105,47.1,2773,42.3,2930,45.6,1590,24.1,10916,164,771,11.6,889,13.2,11618,175.5,2727,40.8
2008,West Virginia,522,23,662,29.7,1096,48.3,1590,68.9,753,32.7,5264,232.5,448,20,261,13.7,4605,198.5,1253,65.5
2008,Wisconsin,1007,15.5,1655,24.4,2638,40.1,2538,39.9,1152,18.2,11275,172.2,1116,16.7,743,12.8,11185,177.8,2484,40.8
2008,Wyoming,56,10.8,125,24.3,234,44.4,311,58.5,130,24.1,937,171.9,123,23.4,124,22.6,874,156.7,351,64.3
2007,Alabama,1051,21.3,1517,32.6,2747,56.9,2530,51.3,1313,26.4,11926,245,898,18.8,592,12.4,10025,198.7,2542,53.8
2007,Alaska,40,11.1,65,22.4,157,47,175,45.5,105,24.1,613,154.2,48,13.7,149,22.6,839,182.6,354,56.4
2007,Arizona,528,8.5,2051,34.2,2207,35.9,2686,42.9,1159,18.3,10302,166,905,14.8,1016,16.5,10134,158.9,3161,51.9
2007,Arkansas,666,21.5,824,26.5,1873,60.1,1656,52.6,838,26.8,7214,230.1,734,23.5,402,14.2,6388,201.3,1391,47.8
2007,California,2835,8.5,8497,25.6,14557,43.7,12532,38.3,7413,22.2,61690,183.9,6546,19.7,3602,9.9,55011,163.8,11614,32.3
2007,Colorado,444,11,1109,28.3,1600,39.5,2002,49.4,710,16.8,6106,147,592,14.5,811,16.6,6617,154.1,2056,44.8
2007,Connecticut,566,13.2,764,16.6,1463,33.4,1353,32.3,646,15.5,7289,167.4,776,17.2,271,7.3,6827,167.2,1343,35.4
2007,Delaware,163,17.4,201,22.1,374,40.4,379,40.5,223,23.6,1914,205.1,117,12.7,95,10.6,1853,193.5,309,34.8
2007,District of Columbia,67,11.9,140,24,220,39,129,23.5,152,26.6,1434,253.6,82,14.3,36,6,1169,208.2,193,33.7
2007,Florida,2923,12.2,4644,18.7,8781,36.5,9357,38.6,5110,21.7,42254,175.8,2246,9.4,2587,13.2,40088,169.8,9113,46.9
2007,Georgia,1689,22.3,1849,27.2,3894,52,3384,45.1,1604,20,16184,212,1407,19.4,997,10.9,14983,185.5,4012,45.4
2007,Hawaii,176,11.7,247,15.7,643,41.9,299,19.9,291,19,2227,146.7,199,12.7,133,9.5,2214,148,470,33.4
2007,Idaho,134,9.4,416,29.4,640,44.6,666,47.1,331,22.9,2433,167.9,228,15.7,223,15,2405,166.3,641,43.4
2007,Illinois,2536,19.5,2734,20.5,5864,44.7,4742,37,2851,22,25813,196,2550,19.3,1108,8.6,24115,186.6,4367,33.9
2007,Indiana,1293,19.6,1663,25.1,3083,46.6,3227,49.3,1564,23.5,13682,205.9,1098,16.5,790,12.3,12778,192.6,2499,38.8
2007,Iowa,272,6.9,1202,28.7,1686,42.8,1660,44.6,767,20.6,6880,177.2,749,18.5,322,10.7,6376,176.8,1252,37.5
2007,Kansas,554,17.6,860,25.8,1498,46.7,1476,48.6,702,22.8,5749,180.8,665,20.3,382,13.7,5406,179.2,1205,41.4
2007,Kentucky,994,23,1198,28.7,2144,49.8,2629,59.9,1091,24.4,9916,227,897,21,649,15.1,9692,214.7,2372,55.6
2007,Louisiana,1152,27.4,1324,33.3,2147,51.3,1685,40,1437,33.5,9947,234.9,870,21.1,522,12,8736,199.3,2466,56.8
2007,Maine,269,16.5,470,28.1,664,40.4,728,44.5,355,21.8,2852,173,236,14.2,191,13.6,3112,189.9,584,41.6
2007,Maryland,731,13.2,881,16.2,2364,42.9,1901,35.2,1301,23.4,11314,203,994,18,518,9,10179,180.5,1480,26.2
2007,Massachusetts,1361,18,1695,21.1,2832,36.7,2332,31.6,1222,16.6,12710,166.4,1538,19.7,516,7.7,13003,179.5,2139,31
2007,Michigan,1610,15,2432,22.4,4798,44.5,4624,43.4,2826,26.3,24149,222.5,1637,15.1,1131,11.1,20087,186.4,3764,36.5
2007,Minnesota,780,13.8,1179,19.9,2193,38.4,1758,32.5,1084,19.6,7477,130.7,603,10.4,572,10.8,9176,168.7,2066,37.5
2007,Mississippi,697,24.3,797,28.9,1589,55.7,1408,48.7,654,22.1,8037,278.5,554,19.7,396,13.6,6002,201.8,1808,62.2
2007,Missouri,1184,18.2,1681,25.5,3229,49.4,3081,47.6,1444,22.4,14338,218.9,1289,19.6,808,13.5,12380,190.9,2975,48.8
2007,Montana,110,9.8,260,22.6,443,39,604,54.7,258,23,1870,164.5,183,16.1,196,19.4,1921,170.7,614,60.3
2007,Nebraska,269,12.8,512,23.5,921,43.8,919,45.9,472,23.4,3520,168.1,331,15.5,181,10.1,3479,176.6,674,35.8
2007,Nevada,461,21.3,248,13.4,850,39.8,1050,48.9,312,13,4591,205.6,408,19.2,471,18,4331,180.8,1212,48.1
2007,New Hampshire,149,10.8,418,29.5,489,34.8,611,44.2,280,20.2,2511,176.9,207,14.7,158,11.2,2609,184.7,527,39
2007,New Jersey,1690,17.5,1823,18.2,3492,36,2991,31.4,2329,24.4,18831,193,1343,13.8,596,6.7,17096,180.1,2425,26.9
2007,New Mexico,252,12.8,322,17.1,804,41.3,884,45.1,673,33.2,3305,167.2,298,15.5,401,20.3,3238,158.1,1329,67.7
2007,New York,2387,11.2,1999,9.1,6160,28.8,6561,31.3,3715,17.7,49528,230.4,4431,20.5,1396,7.1,35485,169.8,5160,25.7
2007,North Carolina,1723,19.1,2460,28.7,4530,51.1,4231,46.9,2156,23.3,17395,193,1645,18.7,1077,11.6,17478,187.1,4389,48.3
2007,North Dakota,56,6.3,395,42,330,37.9,265,32.7,226,28.1,1414,165.9,133,14.9,95,14.2,1264,162.6,279,38.9
2007,Ohio,1747,13.5,3671,27.9,5905,45.5,6454,50.4,3722,29,26757,205.7,1743,13.4,1295,11.1,25230,196.3,4922,41.3
